cat,案號,主管機關,名稱,類別,進度,說明
B31,0820011X,高雄市,私立福祥穴納骨寶塔開發計畫環境影響說明書,說明書,通過審查,82.11 定稿本(繳費日期僅供參…
B31,0810422A,環境部,私立玫瑰園公墓暨納骨塔整體開發計畫環境影響評估報告書,評估報告書,有條件通過,
B31,0810131A,環境部,宜蘭縣北區區域公墓計畫環境說明書,說明書,有條件通過,
B31,0800341A,環境部,私立玫瑰園公墓暨納骨塔整體開發計畫環境說明書,說明書,進入二階,
B31,1120061X,高雄市,杉林區第四公墓第二期更新工程環境影響說明書,說明書,審查中,112.09 修正二版
B31,1120041B,新北市,台北三芝新小基隆段山坡地殯葬設施開發案環境影響說明書(重新辦理環境影響評估),說明書,審查中,
B31,1110081F,苗栗縣,苗栗縣苑裡鎮青埔生命紀念園區擴大計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1110051X,高雄市,高雄市岡山區嘉華段土地申請擴大殯葬事業使用環境影響說明書,說明書,審查中,111.05 初稿
B31,1110011O,臺東縣,臺東殯葬園區設施更新與改善計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1100071V,臺南市,新營福園殯葬專區擴建工程環境影響說明書,說明書,通過審查,111.07定稿本
B31,1100021O,臺東縣,臺東縣成功鎮殯葬園區殯葬設施擴建計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1090111B,新北市,新北市金山區私立蓬萊陵園公墓第一次擴充案環境影響說明書,說明書,退件/撤銷/駁回,
B31,1090051V,臺南市,八德安樂園擴建計畫環境影響說明書,說明書,通過審查,本書件為111.05定稿本
B31,1080081T,臺中市,東海館殯葬設施擴建工程環境影響說明書,說明書,退件/撤銷/駁回,開發單位於109年8月4日中市生1…
B31,1120061X,高雄市,杉林區第四公墓第二期更新工程環境影響說明書,說明書,審查中,112.09 修正二版
B31,1120041B,新北市,台北三芝新小基隆段山坡地殯葬設施開發案環境影響說明書(重新辦理環境影響評估),說明書,審查中,
B31,1110081F,苗栗縣,苗栗縣苑裡鎮青埔生命紀念園區擴大計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1110051X,高雄市,高雄市岡山區嘉華段土地申請擴大殯葬事業使用環境影響說明書,說明書,審查中,111.05 初稿
B31,1110011O,臺東縣,臺東殯葬園區設施更新與改善計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1100071V,臺南市,新營福園殯葬專區擴建工程環境影響說明書,說明書,通過審查,111.07定稿本
B31,1100021O,臺東縣,臺東縣成功鎮殯葬園區殯葬設施擴建計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1090111B,新北市,新北市金山區私立蓬萊陵園公墓第一次擴充案環境影響說明書,說明書,退件/撤銷/駁回,
B31,1090051V,臺南市,八德安樂園擴建計畫環境影響說明書,說明書,通過審查,本書件為111.05定稿本
B31,1080081T,臺中市,東海館殯葬設施擴建工程環境影響說明書,說明書,退件/撤銷/駁回,開發單位於109年8月4日中市生1…
B31,1120061X,高雄市,杉林區第四公墓第二期更新工程環境影響說明書,說明書,審查中,112.09 修正二版
B31,1120041B,新北市,台北三芝新小基隆段山坡地殯葬設施開發案環境影響說明書(重新辦理環境影響評估),說明書,審查中,
B31,1110081F,苗栗縣,苗栗縣苑裡鎮青埔生命紀念園區擴大計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1110051X,高雄市,高雄市岡山區嘉華段土地申請擴大殯葬事業使用環境影響說明書,說明書,審查中,111.05 初稿
B31,1110011O,臺東縣,臺東殯葬園區設施更新與改善計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1100071V,臺南市,新營福園殯葬專區擴建工程環境影響說明書,說明書,通過審查,111.07定稿本
B31,1100021O,臺東縣,臺東縣成功鎮殯葬園區殯葬設施擴建計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B31,1090111B,新北市,新北市金山區私立蓬萊陵園公墓第一次擴充案環境影響說明書,說明書,退件/撤銷/駁回,
B31,1090051V,臺南市,八德安樂園擴建計畫環境影響說明書,說明書,通過審查,本書件為111.05定稿本
B31,1080081T,臺中市,東海館殯葬設施擴建工程環境影響說明書,說明書,退件/撤銷/駁回,開發單位於109年8月4日中市生1…
B31,0990014C,宜蘭縣,宜蘭縣立櫻花陵園整體規劃環境影響說明書變更內容對照表,變更內容對照表,審核修正通過,
B31,0980264B,新北市,私立觀音山福園環境影響說明書第一次變更內容對照表,變更內容對照表,審核修正通過,
B31,0980141R,基隆市,「基隆市信義區大水窟段89等地號申請設置公墓及殯葬設施變更計畫環境影響說明書」,說明書,有條件通過,
B31,0980071B,新北市,台北縣三峽鎮私立「莊嚴寶座」紀念園,說明書,退件/撤銷/駁回,尚未審查 4/29。1060208…
B31,0980041H,彰化縣,彰化縣田中鎮第二公墓開發申請規劃案環境影響說明書,說明書,通過審查,本書件為105.05定稿本
B31,0980031B,新北市,永吉企業股份有限公司台北縣瑞芳鎮焿子寮段瑞芳金石園第二次擴建工程環境影響說明書,說明書,有條件通過,庚應為(火庚)一個字
B31,0980021G,臺中縣,臺中縣立大肚山公墓整建先期作業環境影響說明書,說明書,有條件通過,
B31,0980011N,屏東縣,屏東縣枋寮鄉公所枋寮鄉立火化場擴建工程環境影響說明書,說明書,有條件通過,開發面積0.73公頃僅為火化場區域…
B31,0970373B,新北市,臺北縣軍人忠靈祠第二納骨塔興建工程環境影響差異分析報告,差異分析報告,審核修正通過,定稿本
B31,0970223B,新北市,私立觀音山福園環境影響差異分析報告,差異分析報告,審核修正通過,
B31,0970193B,新北市,台北三芝新小基隆段山坡地殯葬設施開發案環境影響差異分析報告,差異分析報告,審核修正通過,
B31,0970161B,新北市,台北縣三峽鎮山員潭子段141-12及141-29地號天主教三德墓園增建計畫,說明書,有條件通過,
B31,0970094B,新北市,私立玫瑰園公墓暨納骨塔政體開發計畫環境監測計畫變更內容對照表,變更內容對照表,審核修正通過,定稿本
B31,0970041B,新北市,私立長永紀念福園,說明書,有條件通過,原名稱為林口特定區〈工十二細部計畫…
B31,0970011N,屏東縣,屏東縣來義鄉第九公墓開發計畫環境影響說明書,說明書,有條件通過,
B31,0960394B,新北市,台北三芝新小基隆段山坡地殯葬設施開發案變更內容對照表,變更內容對照表,審核修正通過,定稿本
B31,0960041X,高雄市,全安泰紀念公墓開發計畫環境影響說明書,說明書,通過審查,因書件年限略久，而繳費日期難以追朔…
B31,0960021L,臺南縣,臺南縣龍崎鄉私立崑陵山安樂園環境影響說明書,說明書,廢止結論,
B31,0960011B,新北市,臺北縣軍人忠靈祠第二納骨塔興建工程,說明書,有條件通過,定稿本
B31,0960011G,臺中縣,東海花園公墓申請擴充設立樹葬園區環境影響說明書,說明書,有條件通過,
B31,0950101T,臺中市,台中市第一花園公墓整體開發計畫環境影響說明書,說明書,有條件通過,定稿本
B31,0950041D,桃園市,桃園縣蘆竹鄉第十八公墓公園化工程環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B31,0950041R,基隆市,「基隆市仁愛區清凈天地開發案」環境影響說明書,說明書,有條件通過,
B31,0950031T,臺中市,福龍淨國墓園開發計畫環境影響說明書,說明書,有條件通過,定稿本
B31,0950011L,臺南縣,臺南縣東山鄉第六公墓更新計畫環境影響說明書,說明書,廢止結論,本案109.10.22經臺南市政府…
B31,0940121B,新北市,台北三芝新小基隆段山坡地殯葬設施開發案,說明書,有條件通過,
B31,0940061B,新北市,金寶山金蓮殿開發計畫,說明書,有條件通過,
B31,0930041B,新北市,觀龍陵墓園設立整體開發計畫,說明書,有條件通過,
B31,0930031D,桃園市,桃園縣蘆竹鄉公所第十八公墓公園化工程環境影響說明書,說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B31,0920121B,新北市,台北縣瑞芳鎮(火庚)子寮段瑞芳金石園擴建工程環境影響說明書,說明書,有條件通過,
B31,0910121I,南投縣,南投縣私立佳佳花園公墓 環境影響說明書,說明書,有條件通過,
B31,0910041L,臺南縣,臺南縣龍崎鄉中坑子段0599地號納骨堂開發計畫環境影響、分析及因應對策書面報告,說明書,有條件通過,
B31,0901341A,環境部,竹東鎮第四公墓改善工程環境影響說明書,說明書,有條件通過,
B31,0900011C,宜蘭縣,宜蘭縣立櫻花陵園整體規劃環境影響說明書,說明書,有條件通過,
B31,0890242B,新北市,國軍示範公墓開發計畫,評估報告書,有條件通過,
B31,0890021B,新北市,台北縣金山鄉頂角段納骨塔開發案,說明書,有條件通過,
B31,0890011I,南投縣,台灣省南投縣瑞陽福德極樂園開發計畫,說明書,有條件通過,
B31,0881942A,環境部,宜蘭縣私立懷恩殯儀館電化火葬場納骨塔事業環境影響評估報告書,評估報告書,有條件通過,由於資料太老舊，故承辦人、繳費日期…
B31,0881901A,環境部,懷仁寶塔設立許可環境影響說明書,說明書,有條件通過,
B31,0880191B,新北市,懷仁寶塔設立許可,說明書,廢止結論,
B31,0870861A,環境部,私立觀音山福園環境影響說明書,說明書,有條件通過,
B31,0870831A,環境部,屏東縣春日鄉公墓公園化環境影響說明書,說明書,有條件通過,
B31,0870221B,新北市,私立觀音山福園,說明書,有條件通過,前省環保處審查通過
B31,0870121X,高雄市,高雄縣燕巢鄉立公園化公墓暨納骨堂計畫環境影響說明書,說明書,廢止結論,定稿本 87.06
B31,0870062E,新竹縣,新竹縣竹北市第六公墓公園化納骨塔新建工程環境影響評估報告書,評估報告書,有條件通過,
B31,0860931A,環境部,屏東縣琉球鄉第二公墓工程開發計畫環境影響說明書,說明書,不應開發,
B31,0860911A,環境部,財團法人台灣省台南縣學甲慈濟宮附設公墓﹝納骨塔及公墓公園化﹞環境影響說明書,說明書,有條件通過,
B31,0860051X,高雄市,高雄縣私立佑福觀光墓園環境影響說明書,說明書,通過審查,定稿本 86.05
B31,0860021G,臺中縣,豐原市立殯儀館興建計畫環境影響說明書,說明書,有條件通過,
B31,0850121D,桃園市,永福金寶塔靈(納)骨塔環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B33,1110021N,屏東縣,順吉冷凍食品股份有限公司廠房興建工程環境影響說明書,說明書,通過審查,
B33,0870101X,高雄市,高雄市果菜暨肉品批發市場(含屠宰場)新建工程環境影響說明書,說明書,廢止結論,定稿本 87.06
B33,0780331A,環境部,台北市家禽批發市場附設電動屠宰場環境影響說明書,說明書,有條件通過,
B33,1110021N,屏東縣,順吉冷凍食品股份有限公司廠房興建工程環境影響說明書,說明書,通過審查,
B33,0870101X,高雄市,高雄市果菜暨肉品批發市場(含屠宰場)新建工程環境影響說明書,說明書,廢止結論,定稿本 87.06
B33,0780331A,環境部,台北市家禽批發市場附設電動屠宰場環境影響說明書,說明書,有條件通過,
B33,1110021N,屏東縣,順吉冷凍食品股份有限公司廠房興建工程環境影響說明書,說明書,通過審查,
B33,0870101X,高雄市,高雄市果菜暨肉品批發市場(含屠宰場)新建工程環境影響說明書,說明書,廢止結論,定稿本 87.06
B33,0780331A,環境部,台北市家禽批發市場附設電動屠宰場環境影響說明書,說明書,有條件通過,
B34,1070051V,臺南市,臺南市毛小孩運動及教育園區興建計畫環境影響說明書,說明書,廢止結論,本案108.11.15經臺南市政府…
B34,1040041P,花蓮縣,花蓮縣鳳林鎮綜開段6地號環境影響評估說明書,說明書,退件/撤銷/駁回,主動撤銷
B34,1070051V,臺南市,臺南市毛小孩運動及教育園區興建計畫環境影響說明書,說明書,廢止結論,本案108.11.15經臺南市政府…
